,masked_idx,masked_correct,entailment
1662,21,7,True
1663,14,4,True
1664,13,8,False
1665,3,3,True
1666,2,3,True
1667,10,11,True
1668,33,7,True
1669,4,3,False
1670,2,3,False
1671,18,4,True
1672,3,5,True
1673,14,5,True
1674,12,10,True
1675,2,5,True
1676,3,4,False
1677,12,3,False
1678,2,4,True
1679,8,6,True
1680,2,4,True
1681,7,3,True
1682,36,7,True
1683,5,3,False
1684,3,6,False
1685,14,8,True
1686,3,3,True
1687,2,3,True
1688,3,10,False
1689,3,3,True
1690,2,4,True
1691,3,3,True
1692,3,4,False
1693,27,6,True
1694,2,7,False
1695,5,4,False
1696,3,15,True
1697,8,7,False
1698,4,11,True
1699,13,5,True
1700,3,4,False
1701,4,9,True
1702,17,6,True
1703,8,10,True
1704,24,7,False
1705,16,11,False
1706,23,15,False
1707,8,10,True
1708,2,3,True
1709,16,3,False
1710,10,4,True
1711,6,4,False
1712,2,4,True
1713,2,8,True
1714,11,6,True
1715,38,8,True
1716,9,5,True
1717,3,5,True
1718,12,3,True
1719,35,7,False
1720,11,7,False
1721,13,4,False
1722,38,11,True
1723,24,6,False
1724,36,5,False
1725,5,7,True
1726,3,3,True
1727,2,9,True
1728,4,3,True
1729,20,9,False
1730,2,4,True
1731,28,3,True
1732,2,7,False
1733,5,3,False
1734,5,4,True
1735,10,5,True
1736,3,4,True
1737,9,12,True
1738,7,7,True
1739,10,4,False
1740,7,13,True
1741,2,7,False
1742,3,3,False
1743,10,4,True
1744,5,11,False
1745,32,11,True
1746,39,12,True
1747,15,5,False
1748,2,3,True
1749,2,3,False
1750,23,8,False
1751,10,7,True
1752,2,3,True
1753,15,9,False
1754,3,5,False
1755,5,4,True
1756,3,5,False
1757,14,7,True
1758,24,12,False
1759,5,3,False
1760,4,15,False
1761,4,5,True
1762,2,13,False
1763,14,3,False
1764,24,10,False
1765,10,8,True
1766,2,7,True
1767,14,7,False
1768,19,11,False
1769,2,11,False
1770,22,6,False
1771,15,7,True
1772,11,3,True
1773,32,4,False
1774,4,8,True
1775,2,6,False
1776,2,5,False
1777,11,3,True
1778,2,7,True
1779,2,3,True
1780,4,4,True
1781,3,8,False
1782,5,6,True
1783,5,3,True
1784,3,3,True
1785,13,8,False
1786,2,12,False
1787,4,5,True
1788,2,4,True
1789,3,6,True
1790,8,7,True
1791,36,4,True
1792,18,8,True
1793,9,7,False
1794,5,7,False
1795,3,6,True
1796,3,8,True
1797,4,7,True
1798,3,4,True
1799,3,8,True
1800,4,4,False
1801,8,7,True
1802,4,4,True
1803,13,11,True
1804,10,4,True
1805,34,5,True
1806,33,12,True
1807,10,14,True
1808,5,3,True
1809,6,9,False
1810,3,11,False
1811,42,8,True
1812,15,5,True
1813,2,9,False
1814,6,7,False
1815,2,3,True
1816,9,6,False
1817,22,7,False
1818,3,11,False
1819,12,4,False
1820,3,8,True
1821,10,13,True
1822,3,14,False
1823,11,6,True
1824,11,5,True
1825,18,3,True
1826,57,7,False
1827,3,4,True
1828,3,15,False
1829,9,6,True
1830,14,5,False
1831,2,3,False
1832,7,8,True
1833,21,5,False
1834,4,9,True
1835,3,5,True
1836,2,7,True
1837,3,4,True
1838,2,11,False
1839,4,5,True
1840,4,3,True
1841,3,13,False
1842,2,13,True
1843,19,7,False
1844,2,9,True
1845,2,3,False
1846,2,7,True
1847,5,4,True
1848,5,4,False
1849,2,15,False
1850,3,7,True
1851,19,3,True
1852,23,4,False
1853,4,12,False
1854,18,12,True
1855,3,7,True
1856,6,5,True
1857,2,3,False
1858,13,8,False
1859,23,3,True
1860,2,7,True
1861,2,3,False
1862,15,5,True
1863,9,6,True
1864,4,6,True
1865,41,7,False
1866,7,7,True
1867,5,7,False
1868,3,7,False
1869,15,4,False
1870,23,5,True
1871,4,5,False
1872,51,7,True
1873,6,3,False
1874,4,7,False
1875,4,5,True
1876,3,4,True
1877,5,7,True
1878,26,13,False
1879,2,7,False
1880,34,7,False
1881,7,5,True
1882,3,10,True
1883,3,7,True
1884,3,5,False
1885,24,4,True
1886,2,4,True
1887,19,4,True
1888,11,7,False
1889,14,4,True
1890,6,8,True
1891,3,6,True
1892,2,11,False
1893,23,12,False
1894,3,13,True
1895,16,8,False
1896,12,12,True
1897,2,4,True
1898,3,14,True
1899,22,14,True
1900,11,4,False
1901,12,3,True
1902,12,4,False
1903,2,10,False
1904,12,3,True
1905,10,5,True
1906,10,3,True
1907,13,8,False
1908,17,3,False
1909,3,13,True
1910,12,5,True
1911,12,15,False
1912,7,7,False
1913,8,6,True
1914,4,3,True
1915,16,4,False
1916,7,6,True
1917,8,7,True
1918,16,9,False
1919,4,13,False
1920,2,3,False
1921,13,11,False
1922,3,4,False
1923,22,6,False
1924,15,3,False
1925,19,6,True
1926,12,3,True
1927,5,3,True
1928,2,11,False
1929,12,5,False
1930,2,13,True
1931,7,8,False
1932,2,4,True
1933,2,3,False
1934,2,14,False
1935,6,8,False
1936,15,15,True
1937,34,5,True
1938,6,6,True
1939,8,15,False
1940,5,11,False
1941,2,3,False
1942,18,4,False
1943,6,15,True
1944,2,3,False
1945,5,4,False
1946,5,4,True
1947,8,7,True
1948,11,10,True
1949,19,4,False
1950,12,4,False
1951,10,10,True
1952,5,7,False
1953,5,10,False
1954,33,3,True
1955,2,3,True
1956,9,7,False
1957,11,6,True
1958,3,3,True
1959,4,11,True
1960,3,3,True
1961,3,14,False
1962,19,5,False
1963,3,4,True
1964,2,4,True
1965,21,8,True
1966,4,13,False
1967,6,4,True
1968,6,8,False
1969,6,7,True
1970,28,13,False
1971,6,6,False
1972,2,4,True
1973,2,3,True
1974,4,15,True
1975,17,8,False
1976,2,9,True
1977,42,3,True
1978,11,5,True
1979,2,3,False
1980,6,8,False
1981,13,6,True
1982,3,9,False
1983,4,10,False
1984,10,3,True
1985,7,14,True
1986,2,3,False
1987,4,7,False
1988,7,8,True
1989,9,4,False
1990,4,4,True
1991,6,3,False
1992,3,6,False
1993,24,4,False
1994,4,4,True
1995,3,7,False
1996,3,8,True
1997,31,10,False
1998,8,14,False
1999,12,15,True
2000,5,9,False
2001,17,3,False
2002,8,3,False
2003,2,8,True
2004,13,4,True
2005,3,4,True
2006,8,12,True
2007,17,8,True
2008,2,10,False
2009,35,9,True
2010,7,6,False
2011,23,11,True
2012,2,14,True
2013,3,4,True
2014,10,9,False
2015,15,4,True
2016,7,6,True
2017,20,6,True
2018,8,8,True
2019,20,5,False
2020,13,5,True
2021,6,4,True
2022,3,8,False
2023,7,7,False
2024,2,4,True
2025,15,6,True
2026,3,4,False
2027,2,13,True
2028,30,4,True
2029,2,8,False
2030,2,8,True
2031,6,3,False
2032,2,8,True
2033,3,4,True
2034,47,5,False
2035,2,4,True
2036,4,4,False
2037,6,4,True
2038,16,8,True
2039,7,5,False
2040,2,10,False
2041,6,4,False
2042,3,4,False
2043,3,14,False
2044,2,7,True
2045,9,3,True
2046,6,5,False
2047,5,3,True
2048,15,14,True
2049,14,4,False
2050,31,4,False
2051,2,11,True
2052,3,10,False
2053,2,11,False
2054,2,7,True
2055,7,3,False
2056,2,3,True
2057,8,4,True
2058,2,6,False
2059,4,8,False
2060,10,12,False
2061,2,3,False
2062,16,15,True
2063,9,12,True
2064,8,8,True
2065,5,5,True
2066,9,10,False
2067,24,6,False
2068,19,3,True
2069,18,15,True
2070,2,7,True
2071,24,8,True
2072,39,10,False
2073,5,3,False
2074,6,8,False
2075,5,4,False
2076,6,3,True
2077,12,9,False
2078,3,7,True
2079,7,5,True
2080,5,4,True
2081,23,4,True
2082,14,5,True
2083,2,3,False
2084,15,12,True
2085,14,7,True
2086,3,3,True
2087,10,3,False
2088,12,4,False
2089,6,4,True
2090,3,7,False
2091,16,5,False
2092,2,7,False
2093,3,3,True
2094,3,4,False
2095,12,5,False
2096,2,6,False
2097,14,4,True
2098,25,7,True
2099,20,6,False
2100,3,3,False
2101,3,4,False
2102,3,4,False
2103,9,3,True
2104,3,3,True
2105,5,3,True
2106,10,3,True
2107,4,15,False
2108,25,3,False
2109,21,6,True
2110,4,6,False
2111,2,4,True
2112,6,6,False
2113,2,3,True
2114,7,15,True
2115,4,15,False
2116,12,10,False
2117,2,14,True
2118,47,3,True
2119,2,12,True
2120,15,3,True
2121,11,3,False
2122,2,4,True
2123,3,11,False
2124,2,3,False
2125,26,3,True
2126,3,3,True
2127,2,10,True
2128,3,3,True
2129,12,7,True
2130,30,5,False
2131,24,7,True
2132,7,7,False
2133,5,8,True
2134,9,3,True
2135,11,4,True
2136,11,4,False
2137,21,3,True
2138,15,8,False
2139,3,11,True
2140,3,7,True
2141,4,8,False
2142,24,6,True
2143,6,3,True
2144,27,4,True
2145,14,3,False
2146,6,4,False
2147,3,8,False
2148,23,7,False
2149,3,5,True
2150,20,3,True
2151,4,3,True
2152,34,4,True
2153,64,5,False
2154,3,3,False
2155,10,4,False
2156,9,6,False
2157,3,4,True
2158,10,8,True
2159,3,4,True
2160,2,3,True
2161,2,3,False
2162,2,8,True
2163,4,3,True
2164,3,3,True
2165,5,6,True
2166,5,3,False
2167,41,4,True
2168,4,3,False
2169,17,6,True
2170,2,4,True
2171,6,6,True
2172,18,8,False
2173,5,4,True
2174,29,9,False
2175,13,3,True
2176,11,12,True
2177,2,3,True
2178,4,10,False
2179,10,11,False
2180,2,3,False
2181,2,8,False
2182,5,5,False
2183,3,13,True
2184,7,5,False
2185,5,3,True
2186,3,13,False
2187,3,3,True
2188,4,14,False
2189,4,7,True
2190,9,8,True
2191,34,3,True
2192,17,4,True
2193,4,11,False
2194,3,3,True
2195,13,15,True
2196,21,15,True
2197,15,4,True
2198,2,7,True
2199,6,3,True
2200,3,4,False
2201,32,4,False
2202,5,3,True
2203,3,3,False
2204,6,8,True
2205,12,9,True
2206,13,7,True
2207,3,7,False
2208,6,8,True
2209,2,5,True
2210,3,7,True
2211,4,7,True
2212,32,5,True
2213,5,13,True
2214,2,7,True
2215,15,3,False
2216,3,3,True
2217,9,7,False
2218,5,3,False
2219,4,14,True
2220,13,8,False
2221,5,5,True
2222,24,6,True
2223,3,9,False
2224,4,12,False
2225,4,6,False
2226,2,8,False
2227,3,7,False
2228,8,14,True
2229,17,4,False
2230,31,15,False
2231,2,11,True
2232,52,4,False
2233,11,8,True
2234,2,14,False
2235,4,7,False
2236,2,8,False
2237,3,7,True
2238,3,12,False
2239,3,8,False
2240,2,4,True
2241,6,3,True
2242,3,13,False
2243,7,11,False
2244,2,4,True
2245,8,5,True
2246,2,7,True
2247,2,4,True
2248,6,4,True
2249,3,3,True
2250,8,4,True
2251,8,3,False
2252,23,8,False
2253,19,5,True
2254,2,4,True
2255,2,4,True
2256,3,4,True
2257,8,3,True
2258,34,7,False
2259,4,4,True
2260,4,4,False
2261,2,3,False
2262,20,13,True
2263,18,8,True
2264,14,11,True
2265,4,4,True
2266,4,4,True
2267,2,3,False
2268,20,6,True
2269,15,8,False
2270,10,7,True
2271,3,7,False
2272,6,3,False
2273,5,7,False
2274,5,5,False
2275,4,11,False
2276,22,12,True
2277,10,12,False
2278,6,8,True
2279,7,5,True
2280,27,14,True
2281,2,3,False
2282,2,3,False
2283,3,7,True
2284,10,5,True
2285,7,9,False
2286,12,14,False
2287,13,5,True
2288,11,3,True
2289,3,4,True
2290,2,4,True
2291,24,7,True
2292,11,13,False
2293,11,5,True
2294,10,4,True
2295,3,12,False
2296,4,6,True
2297,4,15,False
2298,18,6,True
2299,26,4,False
2300,7,10,False
2301,2,14,False
2302,2,3,True
2303,3,7,False
2304,15,3,False
2305,10,3,False
2306,20,11,True
2307,6,3,True
2308,8,14,False
2309,11,7,False
2310,16,6,True
2311,7,13,False
2312,38,5,False
2313,2,8,False
2314,3,4,True
2315,4,4,True
2316,36,12,True
2317,18,13,False
2318,10,7,False
2319,7,3,True
2320,2,4,True
2321,2,3,False
2322,3,3,True
2323,6,3,False
2324,22,13,True
2325,18,3,False
2326,7,12,True
2327,11,8,True
2328,7,3,False
2329,3,6,True
2330,17,5,False
2331,3,14,True
2332,8,7,False
2333,2,4,True
2334,32,7,True
2335,4,9,True
2336,15,4,True
2337,3,3,True
2338,3,5,False
2339,21,7,False
2340,2,5,True
2341,15,8,True
2342,3,4,False
2343,6,8,False
2344,5,8,True
2345,9,6,True
2346,9,6,False
2347,2,7,False
2348,5,7,True
2349,2,13,False
2350,3,5,True
2351,15,6,False
2352,2,4,True
2353,33,8,True
2354,10,15,True
2355,2,10,False
2356,7,3,True
2357,32,3,True
2358,12,10,False
2359,8,4,True
2360,4,7,True
2361,11,9,False
2362,2,5,True
2363,17,3,True
2364,3,4,False
2365,32,5,False
2366,19,5,True
2367,2,5,True
2368,9,3,True
2369,58,3,True
2370,9,7,True
2371,3,13,True
2372,4,6,False
2373,3,5,False
2374,3,8,True
2375,18,10,True
2376,3,12,True
2377,2,4,True
2378,9,7,False
2379,4,3,True
2380,12,3,True
2381,3,4,True
2382,6,12,True
2383,2,6,False
2384,2,3,False
2385,12,4,True
2386,6,6,False
2387,13,4,True
2388,24,7,False
2389,3,4,True
2390,27,3,False
2391,9,10,True
2392,47,4,False
2393,10,3,False
2394,2,13,False
2395,8,5,False
2396,23,3,False
2397,2,4,True
2398,2,3,True
2399,6,4,True
2400,17,4,True
2401,47,3,True
2402,3,3,True
2403,11,14,False
2404,2,4,True
2405,5,10,False
2406,2,6,False
2407,4,9,False
2408,4,3,False
2409,4,4,True
2410,6,7,True
2411,19,4,True
2412,4,5,False
2413,3,5,True
2414,25,5,True
2415,2,7,False
2416,4,3,False
2417,3,4,True
2418,2,4,True
2419,2,5,False
2420,2,3,False
2421,2,4,True
2422,2,8,False
2423,3,15,False
2424,3,7,True
2425,2,7,False
2426,2,7,True
2427,10,3,True
2428,7,8,True
2429,2,3,False
2430,27,7,True
2431,5,4,False
2432,2,6,False
2433,2,3,False
2434,2,3,True
2435,2,9,False
2436,3,12,False
2437,4,3,True
2438,4,7,False
2439,2,4,True
2440,17,3,False
2441,14,3,True
2442,19,7,True
2443,14,13,True
2444,2,3,True
2445,6,3,True
2446,12,7,False
2447,2,3,True
2448,2,3,False
2449,8,4,True
2450,7,15,False
2451,8,3,True
2452,2,4,True
2453,11,4,True
2454,3,6,True
2455,9,3,True
2456,3,6,True
2457,19,5,False
2458,22,7,True
2459,7,11,True
2460,3,4,False
2461,16,5,True
2462,11,7,True
2463,3,3,True
2464,37,3,False
2465,16,4,True
2466,4,8,True
2467,4,12,True
2468,2,3,False
2469,10,4,True
2470,19,6,True
2471,2,4,True
2472,3,6,True
2473,26,8,False
2474,2,4,True
2475,2,3,False
2476,34,9,True
2477,3,14,True
2478,3,4,True
2479,26,6,False
2480,32,4,True
2481,17,6,True
2482,2,3,False
2483,6,9,True
2484,2,4,True
2485,11,3,True
2486,4,3,False
2487,28,7,True
2488,4,5,False
2489,5,8,True
2490,5,7,True
2491,3,3,True
2492,3,3,True
2493,2,4,True
2494,3,6,False
2495,6,12,False
2496,21,3,True
2497,23,8,True
2498,40,4,True
2499,11,3,True
2500,4,8,False
2501,30,12,True
2502,3,3,True
2503,2,7,False
2504,13,11,True
2505,2,3,False
2506,17,3,True
2507,24,3,False
2508,4,6,False
2509,6,8,True
2510,2,8,True
2511,26,8,True
2512,10,3,True
2513,30,6,True
2514,14,4,True
2515,11,4,True
2516,4,5,False
2517,4,4,False
2518,2,15,False
2519,9,5,False
2520,9,15,False
2521,7,8,True
2522,9,5,False
2523,17,6,True
2524,3,3,True
2525,2,3,False
2526,6,3,False
2527,30,8,False
2528,6,8,False
2529,3,9,False
2530,2,4,True
2531,12,3,False
2532,4,8,True
2533,3,6,True
2534,2,3,False
2535,7,6,False
2536,10,8,True
2537,2,3,False
2538,4,3,True
2539,7,6,False
2540,6,5,False
2541,22,7,False
2542,4,5,False
2543,24,9,False
2544,8,3,True
2545,10,4,False
2546,2,6,False
2547,11,5,False
2548,10,3,True
2549,2,5,False
2550,26,14,True
2551,3,8,True
2552,23,7,False
2553,10,3,True
2554,15,5,True
2555,2,3,True
2556,27,6,False
2557,7,3,True
2558,16,12,False
2559,2,7,True
2560,12,5,False
2561,6,3,True
2562,16,5,False
2563,16,11,False
2564,10,7,False
2565,8,7,True
2566,9,4,True
2567,5,6,False
2568,5,10,True
2569,20,7,True
2570,2,7,True
2571,2,6,False
2572,4,7,True
2573,5,5,False
2574,5,7,True
2575,30,3,True
2576,10,6,True
2577,2,5,False
2578,6,4,False
2579,2,6,True
2580,5,4,True
2581,2,4,True
2582,2,4,True
2583,6,7,False
2584,10,4,False
2585,3,3,True
2586,3,11,False
2587,13,12,False
2588,15,4,True
2589,4,10,False
2590,12,4,True
2591,14,6,False
2592,4,3,False
2593,6,5,False
2594,5,15,False
2595,8,4,False
2596,18,3,False
2597,5,4,True
2598,23,8,False
2599,7,4,True
2600,12,3,True
2601,5,11,True
2602,2,5,False
2603,12,3,True
2604,36,8,False
2605,32,3,False
2606,2,7,True
2607,2,4,True
2608,15,7,True
2609,5,8,False
2610,6,8,True
2611,2,3,True
2612,6,15,True
2613,5,3,True
2614,14,3,False
2615,19,8,False
2616,15,7,False
2617,9,8,True
2618,3,3,True
2619,6,4,False
2620,5,4,True
2621,4,13,False
2622,10,3,False
2623,3,13,False
2624,14,4,False
2625,3,3,True
2626,16,15,True
2627,2,7,False
2628,15,7,False
2629,10,7,True
2630,3,4,True
2631,9,8,False
2632,3,12,False
2633,14,8,False
2634,3,12,False
2635,3,4,True
2636,15,3,True
2637,2,7,False
2638,4,4,False
2639,2,4,True
2640,4,3,False
2641,6,5,True
2642,4,7,True
2643,3,3,True
2644,2,7,True
2645,15,6,True
2646,14,6,True
2647,21,4,False
2648,16,8,False
2649,5,5,False
2650,23,11,False
2651,12,6,True
2652,4,4,False
2653,3,10,True
2654,12,3,False
2655,2,4,True
2656,3,7,True
2657,19,11,False
2658,4,4,False
2659,2,3,True
2660,6,13,True
2661,15,3,True
2662,8,13,True
2663,20,9,True
2664,14,10,False
2665,2,14,True
2666,4,12,False
2667,2,8,True
2668,5,3,True
2669,19,3,False
2670,2,3,False
2671,27,13,False
2672,2,3,False
2673,3,14,True
2674,4,15,False
2675,2,4,True
2676,3,3,True
2677,18,4,True
2678,3,3,True
2679,3,13,True
2680,41,4,True
2681,4,3,True
2682,5,4,True
2683,3,8,False
2684,5,9,False
2685,8,4,False
2686,4,14,True
2687,22,14,True
2688,3,3,True
2689,2,13,False
2690,4,4,True
2691,4,12,True
2692,23,4,True
2693,2,4,True
2694,14,3,True
2695,2,14,False
2696,3,7,True
2697,3,3,True
2698,4,4,True
2699,20,4,False
2700,3,8,False
2701,3,4,True
2702,5,6,False
2703,3,7,True
2704,10,14,False
2705,3,15,False
2706,2,4,True
2707,3,10,True
2708,23,5,False
2709,2,9,False
2710,12,15,True
2711,3,9,False
2712,17,12,False
2713,23,15,False
2714,12,13,False
2715,5,6,False
2716,6,12,False
2717,2,13,True
2718,27,6,True
2719,2,12,False
2720,4,3,True
2721,2,11,False
2722,3,3,True
2723,7,5,True
2724,12,4,True
2725,2,4,True
2726,2,3,False
2727,2,3,False
2728,60,5,False
2729,11,7,False
2730,4,5,False
2731,8,12,True
2732,3,14,True
2733,2,9,True
2734,22,4,False
2735,8,7,False
2736,3,4,False
2737,6,7,True
2738,26,4,False
2739,2,8,False
2740,3,9,True
2741,3,8,False
2742,5,3,True
2743,2,4,True
2744,12,4,False
2745,2,7,False
2746,19,8,True
2747,3,3,True
2748,11,3,True
2749,3,5,False
2750,6,5,True
2751,8,14,False
2752,3,6,True
2753,3,4,True
2754,5,13,True
2755,4,3,False
2756,3,6,True
2757,9,4,True
2758,9,14,True
2759,4,7,False
2760,11,5,True
2761,15,4,False
2762,2,12,True
2763,3,3,True
2764,3,6,True
2765,2,4,True
2766,5,4,True
2767,5,13,True
2768,6,4,True
2769,5,6,True
2770,3,7,False
2771,9,5,False
2772,10,11,True
2773,3,8,True
2774,2,6,False
2775,3,3,True
2776,3,3,True
2777,15,7,True
2778,3,7,True
2779,5,13,False
2780,32,8,True
2781,2,3,False
2782,8,4,True
2783,2,4,True
2784,5,9,True
2785,5,4,False
2786,5,4,False
2787,18,4,True
2788,2,5,True
2789,9,3,True
2790,5,14,False
2791,20,5,True
2792,15,4,True
2793,6,6,False
2794,48,4,True
2795,8,3,True
2796,3,5,True
2797,2,12,True
2798,21,4,True
2799,5,9,False
2800,5,4,True
2801,3,3,True
2802,4,4,True
2803,14,3,True
2804,5,14,False
2805,2,12,True
2806,12,11,False
2807,4,7,False
2808,20,5,False
2809,2,7,True
2810,3,15,False
2811,7,7,True
2812,3,4,False
2813,9,5,False
2814,16,8,False
2815,2,3,False
2816,3,8,False
2817,2,7,True
2818,14,3,True
2819,42,5,False
2820,3,10,False
2821,3,3,True
2822,8,12,False
2823,10,8,True
2824,2,4,True
2825,3,4,False
2826,2,12,False
2827,18,6,True
2828,4,8,False
2829,15,3,True
2830,3,3,True
2831,5,7,True
2832,3,3,True
2833,36,8,True
2834,9,11,True
2835,15,7,False
2836,2,4,True
2837,2,7,False
2838,2,4,True
2839,2,4,True
2840,9,6,False
2841,3,6,True
2842,3,5,False
2843,7,12,False
2844,18,4,False
2845,6,4,True
2846,39,3,False
2847,35,3,True
2848,2,4,True
2849,35,9,True
2850,13,11,True
2851,5,13,False
2852,2,5,True
2853,4,7,True
2854,3,7,False
2855,17,7,True
2856,12,11,True
2857,7,4,False
2858,4,3,True
2859,3,4,False
2860,4,10,False
2861,19,3,True
2862,2,3,False
2863,4,3,True
2864,8,7,False
2865,3,8,True
2866,17,8,False
2867,10,4,False
2868,21,4,False
2869,35,5,True
2870,3,4,False
2871,5,3,False
2872,15,4,True
2873,5,6,False
2874,3,12,False
2875,3,15,True
2876,2,6,False
2877,5,3,True
2878,3,4,True
2879,22,11,True
2880,2,5,False
2881,26,7,True
2882,9,4,False
2883,4,14,False
2884,7,3,False
2885,22,9,False
2886,3,4,False
2887,10,6,True
2888,8,3,True
2889,19,3,False
2890,2,4,True
2891,5,14,True
2892,2,3,True
2893,2,6,True
2894,13,15,True
2895,4,3,False
2896,21,14,True
2897,5,3,True
2898,2,11,True
2899,3,4,False
2900,38,7,True
2901,3,15,True
2902,3,7,True
2903,12,11,False
2904,3,7,True
2905,2,3,False
2906,4,12,False
2907,6,4,True
2908,9,9,True
2909,5,6,False
2910,3,4,False
2911,4,4,False
2912,25,4,True
2913,2,10,False
2914,11,4,False
2915,18,11,True
2916,5,14,False
2917,10,6,False
2918,2,7,True
2919,16,5,True
2920,2,3,False
2921,6,10,True
2922,3,15,True
2923,8,8,True
2924,3,5,False
2925,4,8,False
2926,18,9,False
2927,3,3,True
2928,10,3,True
2929,19,3,False
2930,2,3,True
2931,2,3,False
2932,4,5,False
2933,3,4,True
2934,2,7,True
2935,47,4,False
2936,10,6,True
2937,3,13,False
2938,3,7,False
2939,3,14,False
2940,7,7,True
2941,4,12,True
2942,14,8,True
2943,2,9,False
2944,10,15,True
2945,3,6,False
2946,4,8,True
2947,20,3,True
2948,6,12,False
2949,2,3,False
2950,2,7,False
2951,6,4,True
2952,10,7,True
2953,6,3,True
2954,35,6,True
2955,43,9,False
2956,3,3,True
2957,10,3,True
2958,3,7,True
2959,9,3,True
2960,4,13,True
2961,10,4,True
2962,35,6,False
2963,2,3,False
2964,4,6,False
2965,20,5,True
2966,3,3,True
2967,9,6,True
2968,5,6,False
2969,2,13,True
2970,3,3,True
2971,31,5,True
2972,2,12,False
2973,7,6,True
2974,47,5,False
2975,25,6,True
2976,4,3,False
2977,2,10,False
2978,4,3,False
2979,19,3,False
2980,2,7,False
2981,5,4,False
2982,4,7,False
2983,9,4,False
2984,27,7,True
2985,2,4,True
2986,12,8,True
2987,20,4,True
2988,14,5,False
2989,2,3,True
2990,2,6,True
2991,2,14,False
2992,2,14,False
2993,2,4,True
2994,2,3,True
2995,2,4,True
2996,3,4,True
2997,4,3,False
2998,3,3,True
2999,3,8,False
3000,4,4,False
3001,2,15,False
3002,11,3,False
3003,3,14,False
3004,23,6,True
3005,4,14,True
3006,3,3,True
3007,3,7,True
3008,5,5,True
3009,9,8,True
3010,2,15,False
3011,3,8,True
3012,3,7,True
3013,7,11,False
3014,5,10,False
3015,2,8,True
3016,2,6,True
3017,2,6,False
3018,4,7,False
3019,7,5,True
3020,17,8,True
3021,3,12,False
3022,8,8,False
3023,31,14,True
3024,3,4,True
3025,19,4,False
3026,23,9,True
3027,3,3,True
3028,6,5,True
3029,22,5,True
3030,18,12,True
3031,4,13,True
3032,3,3,True
3033,5,4,False
3034,4,3,True
3035,6,6,False
3036,3,7,True
3037,3,3,True
3038,2,8,False
3039,6,9,False
3040,20,7,True
3041,5,7,False
3042,24,8,False
3043,11,9,False
3044,2,8,False
3045,7,6,True
3046,4,10,False
3047,3,3,True
3048,5,9,False
3049,26,3,True
3050,19,14,False
3051,4,7,False
3052,2,9,True
3053,3,5,False
3054,7,8,True
3055,4,3,False
3056,9,3,False
3057,47,5,False
3058,2,7,True
3059,3,5,True
3060,2,3,True
3061,4,4,True
3062,2,3,True
3063,17,8,True
3064,4,15,False
3065,7,7,True
3066,6,9,False
3067,3,10,False
3068,3,3,True
3069,11,3,True
3070,4,8,False
3071,5,8,True
3072,14,8,True
3073,19,3,False
3074,20,6,False
3075,9,12,False
3076,12,4,False
3077,9,4,False
3078,18,4,False
3079,8,6,False
3080,20,4,True
3081,4,8,True
3082,14,3,True
3083,3,12,False
3084,15,15,True
3085,3,4,False
3086,13,3,False
3087,16,7,True
3088,10,8,True
3089,2,4,True
3090,19,12,True
3091,3,8,True
3092,9,3,False
3093,5,13,True
3094,9,7,True
3095,6,5,True
3096,17,7,False
3097,6,5,True
3098,3,12,True
3099,7,3,False
3100,4,3,True
3101,15,7,True
3102,5,6,False
3103,12,6,False
3104,6,7,False
3105,61,8,False
3106,6,13,False
3107,3,4,True
3108,49,8,False
3109,5,3,True
3110,27,8,True
3111,5,3,True
3112,2,4,True
3113,3,6,True
3114,20,4,False
3115,20,5,False
3116,4,5,False
3117,2,3,False
3118,4,4,True
3119,29,7,False
3120,4,5,False
3121,7,3,True
3122,16,7,True
3123,5,9,False
3124,12,3,True
3125,17,15,True
3126,27,9,True
3127,2,4,True
3128,8,6,False
3129,6,13,False
3130,3,8,False
3131,3,12,False
3132,16,5,True
3133,2,7,False
3134,14,4,False
3135,33,4,True
3136,24,4,False
3137,2,3,False
3138,5,10,True
3139,10,5,False
3140,2,10,False
3141,11,9,True
3142,14,14,True
3143,2,6,False
3144,13,6,False
3145,7,7,False
3146,18,9,True
3147,3,7,True
3148,3,3,False
3149,8,7,True
3150,3,4,True
3151,8,3,True
3152,5,6,True
3153,4,13,True
3154,4,3,False
3155,20,3,True
3156,2,6,True
3157,6,3,True
3158,3,3,True
3159,26,8,True
3160,2,13,False
3161,30,14,False
3162,5,8,True
3163,15,3,False
3164,4,12,True
3165,2,7,True
3166,3,12,True
3167,3,4,False
3168,3,12,False
3169,3,4,False
3170,7,3,True
3171,2,4,True
3172,4,14,False
3173,2,5,True
3174,8,7,False
3175,2,5,True
3176,2,7,False
3177,8,4,True
3178,5,8,True
3179,28,7,True
3180,8,3,True
3181,42,6,True
3182,15,6,True
3183,55,4,False
3184,26,11,False
3185,3,7,True
3186,2,3,True
3187,3,8,False
3188,25,5,True
3189,4,4,True
3190,3,3,False
3191,11,10,True
3192,2,15,True
3193,27,12,False
3194,4,6,True
3195,2,9,False
3196,4,3,True
3197,5,6,True
3198,4,4,True
3199,51,6,True
3200,4,13,False
3201,61,11,False
3202,29,6,True
3203,11,14,True
3204,8,6,True
3205,8,7,True
3206,11,6,True
3207,4,6,False
3208,6,5,False
3209,20,5,True
3210,7,3,False
3211,4,7,False
3212,16,8,True
3213,2,7,False
3214,6,5,True
